Label;Tags
success;success<>BO, 
suggest mitigations;suggest<>A, mitigations<>BO, 
suggest other shortcode;suggest<>A, other<>BO, shortcode<>BO, 
suggesting modifcations;suggesting<>A, modifcations<>BO, 
summarization hierarchy;summarization<>BO, hierarchy<>BO, 
summarization levels;summarization<>BO, levels<>BO, 
supermarket chains;supermarket<>BO, chains<>A, 
supervised monetary transaction;supervised<>BO, monetary<>BO, transaction<>A, 
supervisor revision;supervisor<>BO, revision<>A, 
supplied to customer;supplied<>A, to<>X, customer<>REC, 
supplier contarct management;supplier<>BO, contarct<>BO, management<>A, 
supplier incident management;supplier<>BO, incident<>BO, management<>A, 
supply parts;supply<>A, parts<>BO, 
supply parts in stock;supply<>A, parts<>BO, in<>BO, stock<>BO, 
supply quote;supply<>A, quote<>BO, 
supply testenvironment / testdata;supply<>A, testenvironment<>BO, /<>BO, testdata<>BO, 
support m2m channel support;support<>BO, m2m<>BO, channel<>BO, support<>BO, 
support am;support<>A, am<>BO, 
support am for business case;support<>A, am<>BO, for<>X, business<>BO, case<>BO, 
support am for quotation;support<>A, am<>BO, for<>X, quotation<>BO, 
support and maXance;support<>A, and<>A, maXance<>A, 
support bpm and follow lead;support<>A, bpm<>BO, and<>X, follow<>BO, lead<>BO, 
support connectivity testing;support<>A, connectivity<>BO, testing<>BO, 
support corporate;support<>A, corporate<>BO, 
support cpe configuration;support<>A, cpe<>BO, configuration<>BO, 
support customer;support<>A, customer<>BO, 
support external processtest;support<>A, external<>BO, processtest<>BO, 
support get help;support<>A, get<>BO, help<>BO, 
support get help 3372531;support<>A, get<>BO, help<>BO, 3372531<>X, 
support installation;support<>A, installation<>BO, 
support m2m business partner desk;support<>A, m2m<>BO, business<>BO, partner<>BO, desk<>BO, 
support m2m corporate desk;support<>A, m2m<>BO, corporate<>BO, desk<>BO, 
support making business case;support<>A, making<>BO, business<>BO, case<>BO, 
support making business case and forward contract to es contracts;support<>A, making<>BO, business<>BO, case<>BO, and<>A, forward<>A, contract<>BO, to<>X, es<>REC, contracts<>REC, 
support mass market;support<>A, mass<>BO, market<>BO, 
support mobidm migration;support<>A, mobidm<>BO, migration<>BO, 
support nba in mobile channel;support<>A, nba<>BO, in<>X, mobile<>BO, channel<>BO, 
support officer;support<>A, officer<>BO, 
support one net;support<>A, one<>BO, net<>BO, 
support process;support<>A, process<>BO, 
support project manager;support<>A, project<>BO, manager<>BO, 
support rcs e;support<>A, rcs<>BO, e<>BO, 
support resolving delivery issues;support<>A, resolving<>BO, delivery<>BO, issues<>BO, 
support resolving issues from customer premises;support<>A, resolving<>BO, issues<>BO, from<>X, customer<>REC, premises<>REC, 
support supplier;support<>A, supplier<>BO, 
support testing;support<>A, testing<>BO, 
support testing and manage issue solving;support<>A, testing<>BO, and<>X, manage<>BO, issue<>BO, solving<>BO, 
support testing on connectivity;support<>A, testing<>BO, on<>X, connectivity<>BO, 
support testing on request only;support<>A, testing<>BO, on<>X, request<>BO, only<>X, 
support testing only on request;support<>A, testing<>BO, only<>BO, on<>X, request<>BO, 
support uat;support<>A, uat<>BO, 
support via call assistence;support<>A, via<>BO, call<>BO, assistence<>BO, 
support via information point www;support<>A, via<>BO, information<>BO, point<>BO, www<>BO, 
support vsdm;support<>A, vsdm<>BO, 
suppress bill;suppress<>A, bill<>BO, 
survey plan registration check;survey<>BO, plan<>BO, registration<>BO, check<>A, 
suspend;suspend<>A, 
suspend / bar services;suspend<>A, /<>BO, bar<>A, services<>BO, 
suspend connection until payment;suspend<>A, connection<>BO, until<>BO, payment<>BO, 
suspend customer;suspend<>A, customer<>BO, 
suspend customer via unify;suspend<>A, customer<>BO, via<>BO, unify<>BO, 
suspend internet service until payment received;suspend<>A, internet<>BO, service<>BO, until<>BO, payment<>BO, received<>BO, 
suspend mobile services;suspend<>A, mobile<>BO, services<>BO, 
suspend nfc sim;suspend<>A, nfc<>BO, sim<>BO, 
suspend or resume completion;suspend<>A, or<>X, resume<>A, completion<>BO, 
suspend or resume delivery;suspend<>A, or<>X, resume<>A, delivery<>BO, 
suspend postpaid nfc sim;suspend<>A, postpaid<>BO, nfc<>BO, sim<>BO, 
suspend prepaid nfc sim;suspend<>A, prepaid<>BO, nfc<>BO, sim<>BO, 
suspend service of vehicle;suspend<>A, service<>BO, of<>BO, vehicle<>BO, 
suspend simcard;suspend<>A, simcard<>BO, 
suspend simcard in crm;suspend<>A, simcard<>BO, in<>X, crm<>BO, 
suspend subscriber;suspend<>A, subscriber<>BO, 
suspend subscription;suspend<>A, subscription<>BO, 
suspended repairing;suspended<>BO, repairing<>A, 
suspends services;suspends<>A, services<>BO, 
swap boarding pass;swap<>A, boarding<>BO, pass<>BO, 
swap device;swap<>A, device<>BO, 
swap faulty device on customer premises;swap<>A, faulty<>BO, device<>BO, on<>X, customer<>BO, premises<>BO, 
swap process;swap<>A, process<>BO, 
swap process blackberry;swap<>A, process<>BO, blackberry<>BO, 
swap sim;swap<>A, sim<>BO, 
swap sim via help desk;swap<>A, sim<>BO, via<>BO, help<>BO, desk<>BO, 
swipe card;swipe<>A, card<>BO, 
switch back to vodafiber connection;switch<>A, back<>BO, to<>X, vodafiber<>BO, connection<>BO, 
switch imei numbers;switch<>A, imei<>BO, numbers<>BO, 
switch power enhancement;switch<>A, power<>BO, enhancement<>BO, 
sync information over channels;sync<>BO, information<>BO, over<>BO, channels<>A, 
synchronisation of warehouse and catalogue codes;synchronisation<>A, of<>X, warehouse<>BO, and<>X, catalogue<>BO, codes<>BO, 
synchronising oracle database with inspectors' tablet;synchronising<>A, oracle<>BO, database<>BO, with<>X, inspectors'<>BO, tablet<>BO, 
synchronize hss / gemini;synchronize<>A, hss<>BO, /<>BO, gemini<>BO, 
system: find manager(s) of profit center responsible (per line item);system:<>X, find<>A, manager(s)<>BO, of<>BO, profit<>BO, center<>BO, responsible<>BO, (per<>BO, line<>BO, item)<>BO, 
system: park invoice;system:<>X, park<>A, invoice<>BO, 
system: post invoice;system:<>X, post<>A, invoice<>BO, 
system: send to manager;system:<>ACTOR, send<>A, to<>X, manager<>REC, 
system: set relevant line items as approved;system:<>X, set<>A, relevant<>X, line<>BO, items<>BO, as<>X, approved<>BOSTATE, 
table contents distribution;table<>BO, contents<>BO, distribution<>A, 
table definition and installation;table<>BO, definition<>A, and<>X, installation<>A, 
table maintenance;table<>BO, maintenance<>A, 
table structure distribution;table<>BO, structure<>BO, distribution<>A, 
tag hardware in sap;tag<>A, hardware<>BO, in<>X, sap<>REC, 
tag invoice as parked;tag<>A, invoice<>BO, as<>BO, parked<>BO, 
tag invoice to create vendor master record;tag<>A, invoice<>BO, to<>X, create<>BO, vendor<>BO, master<>BO, record<>BO, 
take a batch of invoices;take<>A, a<>BO, batch<>BO, of<>BO, invoices<>BO, 
take a task from list and determine if it's a know know problem;take<>A, a<>BO, task<>BO, from<>X, list<>REC, and<>A, determine<>A, if<>X, it's<>BO, a<>BO, know<>BO, know<>BO, problem<>BO, 
take access cpe;take<>A, access<>BO, cpe<>BO, 
take all the recives and the request;take<>A, all<>BO, the<>X, recives<>BO, and<>X, the<>X, request<>BO, 
take batch of invoices to department outbox;take<>A, batch<>BO, of<>BO, invoices<>BO, to<>X, department<>REC, outbox<>REC, 
take call and press aftercall on callmaster;take<>A, call<>BO, and<>X, press<>BO, aftercall<>BO, on<>X, callmaster<>BO, 
take coke out of the fridge;take<>A, coke<>BO, out<>BO, of<>BO, the<>X, fridge<>BO, 
take computer back;take<>A, computer<>BO, back<>BO, 
take computer home;take<>A, computer<>BO, home<>BO, 
take corrective actions;take<>A, corrective<>BO, actions<>BO, 
take cpe from stock and travel to cp;take<>A, cpe<>BO, from<>X, stock<>REC, and<>A, travel<>A, to<>X, cp<>REC, 
take customers details and input into system;take<>A, customers<>BO, details<>BO, and<>X, input<>A, into<>X, system<>BO, 
take forms to master data entry department;take<>A, forms<>BO, to<>X, master<>REC, data<>REC, entry<>REC, department<>REC, 
take home;take<>A, home<>BO, 
take in value segmentation;take<>A, in<>X, value<>BO, segmentation<>BO, 
take invoices to master records department;take<>A, invoices<>BO, to<>X, master<>REC, records<>REC, department<>REC, 
take order for device;take<>A, order<>BO, for<>X, device<>BO, 
take out extra insurance;take<>A, out<>X, extra<>BO, insurance<>BO, 
take out extrainsurance;take<>A, out<>X, extrainsurance<>BO, 
take over online order;take<>A, over<>A, online<>BO, order<>BO, 
take payement;take<>A, payement<>BO, 
take payment;take<>A, payment<>BO, 
take pc back;take<>A, pc<>BO, back<>BO, 
take photo using webcam;take<>A, photo<>X, using<>BO, webcam<>BO, 
take sale and order submission;take<>A, sale<>BO, and<>X, order<>BO, submission<>BO, 
take task from tracking system and resolve the task;take<>A, task<>BO, from<>X, tracking<>REC, system<>REC, and<>X, resolve<>A, the<>X, task<>BO, 
take the conversation by itself;take<>A, the<>X, conversation<>BO, by<>X, itself<>BO, 
take the fourth blue page to the finance department;take<>A, the<>X, fourth<>BO, blue<>BO, page<>BO, to<>X, the<>REC, finance<>REC, department<>REC, 
take the table to personal service department;take<>A, the<>X, table<>BO, to<>X, personal<>REC, service<>REC, department<>REC, 
take the ticket order to the finance department;take<>A, the<>X, ticket<>BO, order<>BO, to<>X, the<>REC, finance<>REC, department<>REC, 
take vital signs;take<>A, vital<>BO, signs<>BO, 
takes collected letters to secretary;takes<>A, collected<>BO, letters<>BO, to<>X, secretary<>REC, 
takes entrance test;takes<>A, entrance<>BO, test<>BO, 
takes order;takes<>A, order<>BO, 
talk to the nice girl at the bar;talk<>A, to<>X, the<>REC, nice<>REC, girl<>REC, at<>REC, the<>REC, bar<>REC, 
target audience decisions and feelings;target<>A, audience<>BO, decisions<>BO, and<>X, feelings<>BO, 
target=actual activity allocation;target=actual<>X, activity<>BO, allocation<>A, 
tariff check;tariff<>BO, check<>A, 
tariff changes via the virtual billing team;tariff<>BO, changes<>A, via<>BO, the<>X, virtual<>BO, billing<>BO, team<>BO, 
task definition;task<>BO, definition<>A, 
task functions on information system;task<>BO, functions<>BO, on<>X, information<>BO, system<>BO, 
task functions on tools;task<>BO, functions<>BO, on<>X, tools<>BO, 
tasks for data transfer;tasks<>BO, for<>X, data<>BO, transfer<>BO, 
taxi arrives;taxi<>BO, arrives<>A, 
technical detail specification;technical<>BO, detail<>BO, specification<>A, 
technical order completion;technical<>BO, order<>BO, completion<>A, 
technical development;technical<>BO, development<>A, 
technical impact analysis;technical<>BO, impact<>BO, analysis<>A, 
technical implementation planning;technical<>BO, implementation<>BO, planning<>A, 
technical incident resolution;technical<>BO, incident<>BO, resolution<>A, 
technical intake support;technical<>BO, intake<>BO, support<>A, 
technical intake and planning;technical<>BO, intake<>A, and<>X, planning<>A, 
technical order intake support;technical<>BO, order<>BO, intake<>BO, support<>A, 
technical support;technical<>BO, support<>A, 
technological innovation;technological<>BO, innovation<>A, 
telephone call to the sender to complete the information;telephone<>BO, call<>A, to<>X, the<>REC, sender<>REC, to<>X, complete<>BO, the<>X, information<>BO, 
telephone call;telephone<>BO, call<>A, 
tell customer bundle information;tell<>A, customer<>BO, bundle<>BO, information<>BO, 
tell customer discount conditions;tell<>A, customer<>BO, discount<>BO, conditions<>BO, 
tell device will not work;tell<>A, device<>BO, will<>BO, not<>BO, work<>BO, 
temperature weight and date center;temperature<>BO, weight<>BO, and<>X, date<>BO, center<>A, 
template allocation;template<>BO, allocation<>A, 
template allocation ( cost object );template<>BO, allocation<>A, (<>X, cost<>BO, object<>BO, )<>X, 
template allocation ( manufacturing order );template<>BO, allocation<>A, (<>X, manufacturing<>BO, order<>BO, )<>X, 
template allocation ( overhead cost order );template<>BO, allocation<>A, (<>X, overhead<>BO, cost<>BO, order<>BO, )<>X, 
template allocation ( product cost collector );template<>BO, allocation<>A, (<>X, product<>BO, cost<>BO, collector<>BO, )<>X, 
template allocation ( sales order );template<>BO, allocation<>A, (<>X, sales<>BO, order<>BO, )<>X, 
template to publish certification;template<>BO, to<>X, publish<>BO, certification<>A, 
terminals purchasing;terminals<>BO, purchasing<>A, 
terminate collection treatment;terminate<>A, collection<>BO, treatment<>BO, 
terminate contract;terminate<>A, contract<>BO, 
terminate currency option;terminate<>A, currency<>BO, option<>BO, 
terminate options;terminate<>A, options<>BO, 
terminate order action;terminate<>A, order<>BO, action<>BO, 
terminate prepaid subscription;terminate<>A, prepaid<>BO, subscription<>BO, 
terminate search;terminate<>A, search<>BO, 
terminate service;terminate<>A, service<>BO, 
terminate subscription;terminate<>A, subscription<>BO, 
terminates se application;terminates<>A, se<>BO, application<>BO, 
terminates subscription on termination date preset;terminates<>A, subscription<>BO, on<>X, termination<>A, date<>BO, preset<>BO, 
termination of benefits plan participation;termination<>A, of<>X, benefits<>BO, plan<>BO, participation<>BO, 
terms and conditions reviewed and determined;terms<>BO, and<>X, conditions<>BO, reviewed<>A, and<>X, determined<>A, 
terms and conditions;terms<>BO, and<>X, conditions<>BO, 
test audit;test<>BO, audit<>A, 
test document review;test<>BO, document<>BO, review<>A, 
test report signoff;test<>BO, report<>BO, signoff<>A, 
test;test<>A, 
test and communicate distribution;test<>A, and<>A, communicate<>A, distribution<>BO, 
test and deliver lan;test<>A, and<>A, deliver<>A, lan<>BO, 
test change;test<>A, change<>BO, 
test computer for future;test<>A, computer<>BO, for<>BO, future<>BO, 
test configuration;test<>A, configuration<>BO, 
test dark fiber;test<>A, dark<>BO, fiber<>BO, 
test device;test<>A, device<>BO, 
test employee skills;test<>A, employee<>BO, skills<>BO, 
test execution;test<>A, execution<>BO, 
test for computer functionality;test<>A, for<>BO, computer<>BO, functionality<>BO, 
test hardware;test<>A, hardware<>BO, 
test implementation result;test<>A, implementation<>BO, result<>BO, 
test m2m solution;test<>A, m2m<>BO, solution<>BO, 
test new device;test<>A, new<>BO, device<>BO, 
test new vcb device;test<>A, new<>BO, vcb<>BO, device<>BO, 
test offers;test<>A, offers<>BO, 
test postpaid promotions;test<>A, postpaid<>BO, promotions<>BO, 
test products;test<>A, products<>BO, 
test resolution;test<>A, resolution<>BO, 
test resolution and notify results;test<>A, resolution<>BO, and<>X, notify<>A, results<>BO, 
test shortcode / keyword;test<>A, shortcode<>BO, /<>BO, keyword<>BO, 
test software;test<>A, software<>BO, 
test solution;test<>A, solution<>BO, 
test the computer for functionality and problems;test<>A, the<>X, computer<>BO, for<>BO, functionality<>BO, and<>X, problems<>BO, 
test the solution;test<>A, the<>X, solution<>BO, 
test treatment in pre production;test<>A, treatment<>BO, in<>X, pre<>BO, production<>BO, 
test whether repair is successful;test<>A, whether<>BO, repair<>BO, is<>X, successful<>BO, 
testing / acceptance;testing<>A, /<>BO, acceptance<>BO, 
testing development sit;testing<>A, development<>BO, sit<>BO, 
testing wit data;testing<>A, wit<>BO, data<>BO, 
the inspector inspects the files and attaches photos and written report;the<>X, inspector<>A, inspects<>A, the<>X, files<>BO, and<>X, attaches<>A, photos<>BO, and<>X, written<>BO, report<>BO, 
the recipient is italian private / foreign institution;the<>X, recipient<>BO, is<>A, italian<>BO, private<>BO, /<>BO, foreign<>BO, institution<>BO, 
the recipient is italian public institution;the<>X, recipient<>BO, is<>A, italian<>BO, public<>BO, institution<>BO, 
